ticker,cur_mkt_cap,sales_rev_turn,is_comp_sales,is_cogs_to_fe_and_pp_and_g,gross_profit,is_tot_oper_exp,is_oper_inc,is_comparable_ebit,is_non_operating_inc_loss_gaap,cf_depr_amort,ebitda,is_comparable_ebitda,is_int_expense,is_int_inc,is_other_nonop_inc_loss_gaap,is_comp_ptp_ex_stk_based_comp,is_inc_tax_exp,earn_for_common,is_comp_net_income_gaap,cash_and_marketable_securities,preferred_equity_and_minority_int,short_and_long_term_debt,cf_cash_from_oper,capital_expend,cf_free_cash_flow,bs_cur_asset_report,bs_tot_asset,bs_cur_liab,bs_tot_liab2,total_equity,cf_cash_from_inv_act,cf_cash_from_fnc_act,estimate_comparable_fcf,bs_cash_near_cash_item,cb_cf_net_cash_investing_act,cb_cf_net_cash_investing_act,bs_pfd_eqy,minority_noncontrolling_interest,bs_tot_cap
UDR UN Equity,12271.2973,1465.938,1465.938,,,,285.486,203.549,113.042,675.976,974.455,884.396,149.071,0,4.68,87.221,1.188,155.49,158.763,1.532,965.136,5816.426,783.429,-1101.193,-317.764,,11097.962,,6226.683,4871.279,-1189.637,406.87,-317.764,1.532,-1189.637,-1189.637,44.615,920.521,10687.705
UHS UN Equity,8201.174175,13227.641,13227.641,,,12171.821,1055.82,1071.178,105.147,566.871,1622.691,1642.08,102.411,0.192,2.928,995.886,230.149,738.871,,74.571,53.29,5167.391,1020.739,-759.189,261.55,2456.559,13378.9,1939.2,7470.257,12513.503,-653.662,-446.113,261.55,74.571,-653.662,-653.662,0,53.29,17680.894
ULTA UW Equity,21639.54632,9368.177,9368.176,5682.184,3685.993,,1488.997,1488.997,1.173,252.604,2057.63,1680.827,1.281,0.108,0,1487.824,356.097,1131.727,1131.727,434.226,0,1856.696,1198.519,-235.382,963.137,2442.913,4945.994,1502.054,3176.926,3538.136,-240.928,-1293.509,963.137,434.226,-240.928,-240.928,0,0,5394.832
UNH UN Equity,514480.6346,315118,,238799,76319,288033,27085,,1847,3189,30274,,1847,0,0,,5316,19430,,42527,8275,48667,33957,-2631,31326,82937,243064,100935,160143,82921,-12391,-3806,31326,38845,-12391,-12391,0,8275,131588
UNP UN Equity,125388.6213,24428,24428,,,14483,9945,10059,816,2233,12178,12292,1233,,-416,9215,2058,7071,7071,1313,0,35051,9599,-3681,5918,4405,65343,5712,53600,11743,-3476,-6077,3006,1267,-3476,-3476,0,0,46794
UPS UN Equity,146283.6123,101076,101076,77308,23768,87286,13790,13983,-530,3054,17582,17791,695,,-1193,14498,3132,11188,11188,11376,20,23870,14018,-3902,10116,24598,69544,17679,52556,16988,-4626,-8559,10096,11045,-4626,-4626,0,20,40858
URI UN Equity,22736.64635,11122,11122,6453,4669,,2953,2953,402,2172,5192,5280,406,0,-4,2573,604,1947,1947,76,0,10540,3850,-3386,464,2327,21419,2264,15066,6353,-2778,-1316,1400,76,-2778,-2778,0,0,16893
USB UN Equity,65680.82992,25273,23618,,,,8337,,,510,,,,11933,0,8364,1751,6230,6388,41652,7491,57294,14934,0,14934,,600973,,552995,47978,-68795,31609,14934,41652,-68795,-68795,7026,465,105272
V UN Equity,430630.4628,29310,29310,,,10497,18813,19923,677,861,19674,19958,538,,139,19510,3179,14957,14957,20658,-18,22450,18849,-970,17879,30205,85501,20853,49920,35581,-4288,-13983,17879,15689,-4288,-4288,2324,0,58031
VFC UN Equity,11078.01917,11791.243,11791.243,5492.555,6298.688,10947.866,843.377,1358.401,227.558,263.005,1521.491,,132.935,3.452,98.075,,191.967,424.251,,552.811,0,7073.433,121.468,-190.825,-69.357,5688.243,13784.142,5345.991,10698.506,3085.636,-280.329,-648.459,-69.357,552.811,-280.329,-280.329,0,0,10159.069
VICI UN Equity,31846.10854,2213.945,2213.945,22.211,2191.734,1006.853,1207.092,1844.273,399.266,3.142,1214.137,1890.371,441.061,3.942,-37.853,807.826,2.603,795.061,795.061,726.105,352.718,14544.977,1573.729,-7.959,1565.77,1658.186,37307.982,1312.294,15245.685,22062.297,-8831.476,4875.471,1565.77,518.383,-8867.505,-8867.505,0,352.718,36607.274
VLO UN Equity,50900.63792,170540,170540,147808,22732,,12989,12989,653,2438,15427,15381,577,0,76,12336,2579,9413,9424,3969,1803,11576,10932,-1772,9160,22696,59329,17237,35614,23715,-2817,-7644,9160,3969,-2817,-2817,0,1803,35291
VMC UN Equity,22935.73884,7189.6,7189.6,5630,1559.6,,971.3,1057.5,165.2,577.008,1632.735,1634.5,,,8.4,806.1,195.1,594.2,594.2,122.4,23.2,4862,1035.384,-583.08,452.304,2333.4,14615.8,1362.5,7736.9,6878.9,-1054.216,29.315,452.304,122.4,-1054.216,-1054.216,0,23.2,11740.9
VNO UN Equity,4430.965474,1774.135,1774.135,,,,277.075,1101.332,77.981,514.444,791.519,1598.312,269.715,0,-52.83,,24.741,95.934,114.045,845.423,1918.989,9122.612,843.53,-821.303,,,17175.674,,10001.098,7174.576,-989.451,-1145.058,,845.423,-989.451,-989.451,1182.459,736.53,16297.188
VRSK UW Equity,26576.5686,3033.1,3033.1,1038.5,1994.6,1651,1382.1,1382.1,119.8,368.7,1798.7,1498.6,127.8,0,-8.4,977.8,227.4,1034.7,1035,276.8,17,3664.5,998.6,-280.3,718.3,918.4,6974.6,1980.3,4968.6,2006,52.4,-1076.3,718.3,276.8,52.4,52.4,0,17,5670.5
VRSN UW Equity,19110.52578,1396.008,1396.008,199.568,1196.44,476.296,919.712,919.712,68.424,47.531,967.243,968.389,75.328,,-6.904,851.288,26.906,824.382,824.382,980.2,0,1789.4,820.443,-33.197,787.246,1048.5,1744.4,1095.1,3286.8,-1542.4,491.847,-1008.873,2745.7,560.6,491.847,491.847,0,0,247
VRTX UW Equity,78301.16271,8700.6,8700.1,1044.4,7656.2,4549,4151.6,4767,125.1,143.732,4295.332,,58.3,59.8,126.6,4562.7,753.3,3273.2,3273.7,9770.7,0,824.6,4046.493,-232.815,3813.678,12271,16706.4,2609.3,3676.8,13029.6,-630.698,-519.063,3813.678,9171.5,-630.698,-630.698,0,0,13854.2
VTR UN Equity,17023.98904,4100.212,4100.212,,,,,368.513,,1192.579,,1560.33,454.613,42.848,,-77.316,-19.054,-43.282,-40.208,,371.658,12224.778,,,,,24717.786,,13491.743,,,,,145.146,,,0,371.658,
VTRS UW Equity,13478.98903,16728.3,16728.3,9959,6769.3,5030.7,1738.6,4338.9,598.2,2907.6,4646.2,5982,593.5,0,4.7,4223.2,336.8,803.6,803.6,681.2,0,20253.2,3333.1,-449.7,2883.4,10487.8,48662.6,6521.4,29480.3,19182.3,-483.1,-2961.3,2883.4,646.7,-483.1,-483.1,0,0,39435.5
VZ UN Equity,158627.1069,135651,135730,58367,77284,104801,30850,31529,5246,16932,49064,47838,3247,148,2322,25604,5817,19292,19292,2082,1315,174043,36576,-22236,14340,39746,375090,53141,286307,88783,-33455,-10645,14340,2082,-33455,-33455,0,1315,262826
WAB UN Equity,17881.24833,8129,8129,5589,2540,1512,1028,1336,149,481.4,1704.6,1549,177,0,-33.1,1106,204,665,668,514,44,4413,941.7,-133.5,808.2,4199,18262,3328,8337,9925,-213.7,-670.7,808.2,514,-213.7,-213.7,0,44,14338
WAT UN Equity,18612.98718,2949.895,2949.895,1250.996,1698.899,,849.312,881.728,34.642,132.859,982.171,,45.782,9.41,-1.73,844.042,117.738,696.932,696.932,444.513,0,1630.327,630.89,-158.389,472.501,1575.585,3070.053,731.97,2684.817,385.236,-28.985,-682.97,60.544,443.637,-28.985,-28.985,0,0,2015.563
WBA UW Equity,32914.78743,132703,132703,104438,28265,,969,5133,-3016,1990,6094,7001,400,0,-2998,4194,-30,4337,4337,2472,5133,36413,3899,-1734,2165,16902,90124,22583,59717,30407,-1065,-1546,2165,1358,-1065,-1065,0,5133,66820
WBD UW Equity,24478.23165,25996,26992,14555,11441,30964,-4968,-1841,1268,5563,827,6252,1389,16,-324,-6146,-1109,-5281,-5190,2422,1563,53477,2342,-723,1619,12672,136049,14676,85969,50080,3716,-6671,1720,2422,3716,3716,0,1563,103557
WDC UW Equity,11562.47122,17478,17478,12288,5190,3419,1771,2541,268,895,2725,3436,296,6,-22,2339,586,917,917,2049,0,7376,1365,-1197,168,9071,25686,4966,13579,12107,-1104,-1502,243,2049,-1104,-1104,0,0,19483
WEC UN Equity,28868.56722,9240.9,9240.9,4082.3,5158.6,7370.3,1870.6,1870.6,204.9,1113.1,2983.7,2983.7,478.5,,-273.6,1665.7,284.4,1379.6,1381.7,28.5,240.6,16337.4,2085.5,-2325.6,-240.1,2771,40761,3369.7,29164.9,11596.1,-2609,530.3,-240.1,28.5,-2609,-2609,30.4,210.2,27933.5
WELL UN Equity,31597.51039,5651.348,5651.348,,,4960.984,,377.483,,,,1738.639,510.976,,-32.636,235.025,13.386,203.614,203.614,,1361.872,14676.898,,,,,34910.325,,15912.452,,,,,343.446,,,0,1361.872,
WFC UN Equity,179969.4834,80554,74981,,,,20578,,,7053,,,,34389,0,22756.85443,3925,14952,15510,221295,23045,209217,24620,0,24620,,1877745,,1699336,178409,-57952,-67900,24620,27634,-57952,-57952,20825,2220,387626
WHR UN Equity,7666.738526,20616,20616,17125,3491,,871,1749,105,460,1331,,168,38,-25,2043,361,383,621,1794,173,5677,1192,-553,639,7919,17511,6809,13160,4351,-547,-1726,643,1794,-547,-547,0,173,10028
WM UN Equity,65220.70553,19441,19441,12156,7285,16123,3318,3399,401,2003,5321,5402,,,-2,2900,671,2245,2245,137,2,14063,4478,-2499,1979,3264,29841,3834,22829,7012,-2824,-1611,2023,137,-2824,-2824,0,2,21075
WMB UN Equity,41301.72203,11292,11292,3909,7383,8409,2883,3760,464,1958,4841,6127,1153,0,-7,2432,367,1999,1999,859,2626,23407,4809,-1729,3080,4438,48672,5017,34762,13910,-2892,-1272,3080,859,-2892,-2892,35,2591,37317
WMT UN Equity,386806.0335,587824,587824,443230,144594,,23851,23959,5377,10735,34586,34313,1523,158,4012,21512,4459,13870,13870,13923,8278,65309,20998,-15579,5419,84164,247199,99899,161352,85847,-17001,-12888,5419,13923,-17001,-17001,0,8278,151156
WRB UN Equity,19791.24563,10730.926,10730.926,,,9135.049,1731.683,,,74.389,,,135.806,,0,1770.855,298.602,1293.269,1293.269,1130.75,23.91,3043.193,2520.676,-48.346,2472.33,,33076.819,,26706.843,6369.976,-2498.988,-872.187,2472.33,1130.75,-2498.988,-2498.988,0,23.91,9413.169
WRK UN Equity,9009.780025,20944.5,20944.5,16986.9,3957.6,,1337.2,1935.1,130,1482.5,3065.4,3417.6,355.7,37.5,-119.4,1587.2,278.3,923.8,924.5,305.4,23.5,8750.7,2157.6,-879.6,1278,6004.7,28885.7,4111.4,17404.3,11481.4,-804.7,-1597.3,1916.4,305.4,-804.7,-804.7,0,23.5,20232.1
WST UN Equity,16669.26762,2909,2909,1734.3,1174.7,,788.3,792.5,55.2,123.9,925.8,916.4,8.8,2.5,48.9,733.1,120,630.6,630.618,729,0,299.9,654,-266.2,387.8,1733.6,3316.8,456.7,846,2470.8,-270.8,-342.2,387.8,729,-270.8,-270.8,0,0,2770.7
WTW UW Equity,24401.08954,8850,8850,,,7690,1160,1840,-85,582,1883,2401,204,,-280,1937,213,2823,2823,1496,75,5454,621,-139,482,15051,30991,14122,21078,9913,1935,-4311,482,1496,1935,1935,0,75,15367
WY UN Equity,22828.14568,10567,10567,6631,3936,,3457,3527,590,481,3938,3959,282,,338,2867,582,2285,2285,1920,0,5053,3159,-749,2410,3048,17590,1054,6752,10838,-747,-2938,2410,1920,-747,-747,0,0,15891
WYNN UW Equity,8013.388851,3909.934,3909.934,2594.321,1315.613,4246.115,-336.181,-235.247,633.123,695.058,358.877,480.648,609.274,5.56,29.409,-952.67,1.142,-656.814,-656.814,2014.898,-764.892,12022.134,-153.235,-366.65,-519.885,2371.214,11788.531,1617.269,13162.785,-1374.254,-415.523,-216.591,-519.885,2014.898,-415.523,-415.523,0,-764.892,10647.88
XEL UW Equity,36205.9625,14612,14612,6516,8096,12276,2336,2336,797,2486,5131,4678,892,,-22,1539,-133,1672,1672,117,0,25326,3777,-4568,-791,5090,59975,4903,43591,16384,-4543,252,-791,117,-4543,-4543,0,0,41710
XOM UN Equity,469773.7293,386816,403216,320304,66512,,55052,,-15588,24637,79689,,812,,-3464,,17039,51860,,30407,6943,45428,76300,-16713,59587,99289,370152,74057,177109,193043,-11497,-39107,59587,30407,-11497,-11497,0,6943,238471
XRAY UW Equity,6039.024079,4145,,1865,2280,,,,,,,,,,,,107,343,,,1,2095,,,,1837,9220,1186,4177,,,,,362,,,0,1,
XYL UN Equity,19537.81694,5339,5339,3335,2004,,565,605,188,235,800,873,50,,138,563,58,319,319,1186,7,2426,454,-230,224,3191,8106,1929,4884,3222,-193,-330,225,1186,-193,-193,0,7,5648
YUM UN Equity,34850.76317,6713,6713,1714,4999,4602,2111,2132,469,151,2262,2391,518,0,-51,1642,358,1284,1284,410,0,11589,1389,-250,1139,1595,5779,1244,14321,-8542,-162,-1875,1139,410,-162,-162,0,0,3047
ZBH UN Equity,22313.60523,7152.7,7152.7,2160.7,4992,6349,803.7,1903.9,464.1,965,1768.7,3002.8,171,0,293.1,1294.6,2.1,277.9,277.9,545.4,6.4,5714.3,1406.2,-458.7,947.5,4534.4,21333.3,2295.7,9082.2,12251.1,-562.9,-1217.5,555.7,545.4,-562.9,-562.9,0,6.4,17965.4
ZBRA UW Equity,12079.8239,5745,5745,3137,2608,2116,492,955,-53,209,701,1216,3,56,3,1050,77,468,468,81,0,2311,454,-72,382,1871,7448,2073,4791,2657,-1118,448,382,81,-1118,-1118,0,0,4968
ZION UW Equity,7567.666271,3105,3052,,,,1062,,,87,,,,1976,0,1062,226,805,814,4637,440,6268,1142,-207,935,,88474,,83778,4696,-3052,1862,935,549,-3052,-3052,440,0,10964
ZTS UN Equity,63576.88254,8007,8007,2401,5606,,2821,,251,463,3284,,213,22,17,2612,506,2067,2067,2507,-1,6749,1850,-583,1267,6551,13674,2880,9012,4662,-587,-2030,1267,2507,-587,-587,0,-1,11411
