indx_members,cur_mkt_cap,cash_and_marketable_securities,preferred_equity_and_minority_int,short_and_long_term_debt,sales_rev_turn,gross_profit,ebitda,earn_for_common,cf_cash_from_oper,capital_expend,cf_free_cash_flow,is_oper_inc,bs_cur_asset_report,bs_tot_asset,bs_cur_liab,bs_tot_liab2,total_equity,cf_cash_from_inv_act,cf_cash_from_fnc_act,is_comp_sales,headline_fcf,bs_cash_near_cash_item,is_cogs_to_fe_and_pp_and_g,is_tot_oper_exp,is_comparable_ebit,is_non_operating_inc_loss_gaap,cf_depr_amort,is_comparable_ebitda,is_int_expense,is_int_inc,is_other_nonop_inc_loss_gaap,is_comp_ptp_ex_stk_based_comp,is_inc_tax_exp,is_comp_net_income_gaap,cb_cf_net_cash_investing_act,cb_cf_net_cash_financing_act
QCOM UW,137277.659,6382,0,16159,44200,25565,17829,12936,9096,-2262,6834,15860,20724,49014,11866,31001,18013,-5804,-7309,44169,6834,2773,18635,28340,17067,862,1762,18829,490,0,-7,16598,2012,12936,-5804,-7196
QRVO UW,9705.000479,911.57,0,2047.398,4473.53,2032.609,1282.637,686.037,1003.269,-191.36,811.909,930.028,2521.284,7374.732,764.127,3052.592,4322.14,-412.641,-832.136,4473.53,582.3,911.57,2440.921,1698.4,1371.07,72.928,352.609,#VALUE!,66.876,0,6.052,1081.641,171.063,686.037,-412.641,-825.705
RCL UN,14984.28823,1566.213,0,23942.52,7218.795,6167.259,-294.647,-3012.724,-299.787,-3118.708,-3418.495,-1811.172,2837.046,33464.19,9793.994,30258.766,3205.424,-3455.456,2032.13,7218.795,-3418.495,1566.213,1051.536,#VALUE!,-1390.9061,1232.886,1379.46,-366.176,1216.319,25.221,26.911,-691.159,0,-3012.724,-3455.456,2034.918
RE UN,12742.34405,1679,0,3084,11924.321,#VALUE!,#VALUE!,532.088,3722.801,0,3722.801,616.874,#VALUE!,38144,#VALUE!,30495,7649,-3963.249,850.868,12095.634,3722.801,1679,#VALUE!,11404.287,#VALUE!,#VALUE!,#VALUE!,#VALUE!,96.84,#VALUE!,0,306355.973,-12.054,532.088,-3963.249,795.277
REG UW,11332.44885,154.984,72.561,3934.732,1206.429,#VALUE!,820.365,455.461,#VALUE!,#VALUE!,#VALUE!,470.146,#VALUE!,10792.563,#VALUE!,4682.631,6109.932,#VALUE!,#VALUE!,1210.717,#VALUE!,154.984,#VALUE!,#VALUE!,#VALUE!,#VALUE!,313.858,857.744,146.227,#VALUE!,#VALUE!,#VALUE!,0,455.502,#VALUE!,#VALUE!
REGN UW,81380.24118,12990.3,0,2701.1,13710.2,11707.8,6547.6,5370.3,5667.5,-592.8,5074.7,6231.8,15428.6,27677.8,2879.2,6239,21438.8,-3939.6,-1668,13710.2,5074.7,3491.3,2002.4,7478.4,6748,194.3,315.8,#VALUE!,56.1,0,138.2,7214.9,667.2,5370.3,-3939.6,-1668
RF UN,21193.22663,15666,1659,2274,7124,#VALUE!,#VALUE!,1974,2587,-99,2488,2619,#VALUE!,157798,#VALUE!,145229,15173,-13585,-843,6870,2488,2117,#VALUE!,#VALUE!,#VALUE!,#VALUE!,362,#VALUE!,#VALUE!,3973,0,2989,547,1924,-13585,-843
RHI UN,8315.327733,593.348,0,232.01,7281.033,3119.12,1049.827,678.21,626.347,-60.451,565.896,912.717,2249.85,2910.585,1234.249,1419.668,1490.917,-110.011,-556.707,7281.033,565.896,593.348,4161.913,#VALUE!,913.134,-3.282,48.21,949.12,#VALUE!,#VALUE!,0,915.999,237.789,678.21,-110.011,-518.431
RJF UN,26663.7958,#VALUE!,#VALUE!,#VALUE!,11308,#VALUE!,#VALUE!,1505,#VALUE!,#VALUE!,#VALUE!,2022,#VALUE!,82882,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,11003,#VALUE!,#VALUE!,#VALUE!,8981,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1508,0,2169,513,1509,#VALUE!,#VALUE!
RL UN,6930.410381,1416.7,0,2761.8,6408.6,4188.7,932.5,516,253.6,-187.4,66.2,707.8,3440.6,6733.6,1709.6,4478,2255.6,152.6,-1688.7,6408.6,66.2,1107.1,2219.9,3480.9,729.9,39,224.7,684.6,48.4,12.7,3.3,690.9,152.8,516,152.6,-1590.8
RMD UN,33596.02602,207.163,0,930.632,3624.405,2058.831,1170.891,786.302,461.466,-136.551,324.915,1014.111,2033.697,5177.56,692.659,1744.673,3432.887,-246.85,-283.602,3624.405,324.915,207.163,1565.574,1044.72,1363.708,50.624,156.78,1247.625,24.086,0,11.272,963.487,177.185,786.302,-246.85,-263.213
ROK UN,30563.47473,503.3,291.1,4183,7760.4,3102,1677.8,929.3,823.1,-141.1,682,1335.3,3610.7,10758.7,3572.2,7742,3016.7,-7.8,-986.8,7760.4,682,490.7,4658.4,#VALUE!,1542.6,261.7,238.9,1781.5,123.2,4.4,142.9,1215.2,154.5,932.2,-7.8,-934.2
ROL UN,19413.26253,121.876,0,399.054,2634.776,1356.731,652.615,345.703,445.431,-30.084,415.347,459.7,398.956,2112.483,509.769,915.932,1196.551,-233.447,-207.763,2634.776,415.347,121.876,1278.045,2175.076,466.951,-5.461,97.14,564.091,#VALUE!,#VALUE!,-7.251,465.161,119.458,345.703,-233.447,-201.756
ROP UN,45939.62797,1894.5,0,6659.5,5700,3901.4,2121.3,2904.1,1242.4,-69.7,1172.7,1497.8,3991.4,24397.2,2840.4,10539.4,13857.8,2257.1,-1957.5,5700.3,1485,1894.5,1798.6,#VALUE!,1595,194.1,623.5,2223,194.5,0,-0.4,1303.7,314.3,2566.200288,2257.1,-1885.7
ROST UW,39981.63385,3906.49,0,5708.518,18502.247,4708.584,2311.881,1431.82,707.863,-597.825,110.038,1922.791,6761.189,13100.095,3464.23,8953.095,8207.05,-597.825,-1462.846,18502.247,110.038,3906.49,13793.663,16622.845,1904.963,43.389,389.09,2501.062,#VALUE!,#VALUE!,0,1770.56,447.582,1431.82,-597.825,-1462.846
RSG UN,42818.12683,81.4,0.6,11941.7,12933.1,5104.1,3704.6,1453.9,3032.3,-1336.9,1695.4,2316.1,2199.4,28401,3163.8,18910.5,9490.5,-4381.4,1374,12933.1,1824.1,81.4,7829,#VALUE!,2398.5,581.1,1388.5,3794.5,362.4,2.6,7.6,1824.8,281.3,1453.9,-4381.4,1377.1
RTX UN,142301.8875,5381,1581,34986,66025,13529,9437,4461,5657,-2387,3270,5233,41821,158225,38373,86457,71768,-3116,-4608,66025,3829,5381,52496,60992,7627,-11,4204,11013,1332,66,-1277,7181,614,4554,-3116,-4540
SBAC UW,31597.19475,201.211,40.615,14632.618,2542.622,1906.2,1582.556,407.05,1295.632,-191.635,1103.997,888.12,529.813,9942.38,1331.745,15266.595,-5324.215,-736.749,-533.408,2542.622,1103.997,201.211,636.422,1654.502,888.12,442.756,694.436,1717.36,402.5,8.201,48.457,509.388,39.243,407.05,-736.749,-535.416
SBNY UW,8490.154709,11469.921,730,2462.298,3148.678,#VALUE!,#VALUE!,1271.694,1285.385,-47.362,1238.023,1726.127,#VALUE!,114468.746,#VALUE!,106778.223,7690.523,-25165.973,6514.852,2581.839,1238.023,11324.426,#VALUE!,#VALUE!,#VALUE!,#VALUE!,23.337,#VALUE!,#VALUE!,2413.207,0,1726.127,417.933,1289.953,-25165.973,6514.852
SBUX UW,112909.0892,3182.9,7.9,23804.8,32250.3,8371.1,7702,3281.6,4397.3,-1841.3,2556,4617.8,7018.7,27978.4,9151.8,36677.1,-8698.7,-2146.3,-5888.3,32250.3,2556,2818.4,23879.2,27866.6,4855,385.9,1529.4,6302.9,482.9,0,-97,4231.9,948.5,3281.6,-2146.3,-5638
SCHW UN,152092.5875,46486,10450,21344,20834,#VALUE!,10909,6263,9803,-1082,8721,8813,#VALUE!,577563,#VALUE!,540522,37041,-1185,-3473,19973,8721,46486,#VALUE!,#VALUE!,9063,#VALUE!,1235,9434,#VALUE!,10656,0,8813,2018,6540,-42201,-3473
SEDG UW,17200.5305,1569.68,0,730.935,2771.492,744.092,260.189,113.904,9.561,-180.201,-170.64,212.321,2451.773,3903.546,694.48,1851.419,2052.127,-466.766,608.946,2771.492,-170.64,678.329,2027.4,531.771,212.321,51.576,47.868,365.775,#VALUE!,#VALUE!,-2.084,160.745,46.841,113.904,-466.766,651.389
SEE UN,7499.045963,248.8,0,3721.8,5767.5,1824.3,1229.8,578.2,653,-241.8,411.2,1017,2031.2,6075.1,1877,5856.9,218.2,-155.2,-643.2,5767.1,411.2,248.8,3943.2,#VALUE!,996.5,219.9,188.3,1243,162.2,2.7,57.5,842.2,231.5,565.6,-155.2,-615.6
SHW UN,62785.26651,130.5,0,12445.2,21680.5,8971,3350.9,1937.8,1472.8,-1136.1,336.7,2778.7,6117.2,22245.8,6096,19648,2597.8,-1300.2,-355.4,21680.5,336.7,130.5,12709.5,#VALUE!,2754.5,391.6,572.2,3326.7,367.4,3.9,0.9,2268.3,449.3,1937.8,-1300.2,-359.9
SIVB UW,12759.98929,13968,3947,17349,6691,#VALUE!,#VALUE!,1605,2527,-177,2350,2343,#VALUE!,212867,#VALUE!,197057,15810,-29440,21974,6202,2350,13968,#VALUE!,#VALUE!,#VALUE!,#VALUE!,200,#VALUE!,#VALUE!,2744,0,2343,631,1605,-29440,21974
SJM UN,15906.27527,27.1,0,4713.9,8169,2603.4,1420.1,572.1,999.4,-480.7,518.7,925.7,2250.9,16219.3,2059.7,8002,8217.3,-421.8,-705.8,8169,518.7,27.1,5565.6,#VALUE!,1378.4,161.9,452.7,1527,156.3,0,-4.7,1167.6,191.1,572.7,-421.8,-704.5
SLB UN,75649.96573,3609,312,13351,26437,4678,5822,2977,4038,-1493,2545,3692,15611,44093,11134,26582,17511,-1642,-1756,26475,1861,2180,21759,#VALUE!,3928,13,2130,5921,506,40,-354,3402,659,2977,-1642,-1758
SNA UN,12732.13061,759.3,22.3,1259.7,4793.5,2423.1,1299.9,896.5,687.3,-77.8,609.5,1194.7,3269.6,6835.5,993.5,2496,4339.5,-162.1,-501.4,4532.9,609.5,759.3,2370.4,#VALUE!,1063,10.6,105.2,1157.7,46.4,7.6,-30.6,1133.6,265.6,896.5,-162.1,-493.3
SNPS UW,49829.21892,1531.158,47.616,669.06,4949.669,3933.967,1520.361,1032.541,1715.954,-129.741,1586.213,1134.953,2899.028,9329.547,2545.863,3677.905,5651.642,-694.486,-1023.341,4949.669,1586.213,1383.559,1015.702,2799.014,1661.6,32.49,294.273,1852.364,2.403,5.905,39.435,1467.608,74.447,1032.541,-694.486,-984.57
SO UN,71732.65197,2009,4479,56650,27999,17225,9167,3396,6105,-8203,-2098,4901,10363,134005,12801,98287,35718,-7455,1262,27999,-2098,2009,10774,23098,#VALUE!,1009,4113,7676,1946,#VALUE!,-724,#VALUE!,608,3396,-7455,1262
SPG UN,38950.00422,601.52,1054.883,25140.567,5217.688,#VALUE!,3819.761,1965.652,3719.393,-573.845,3145.548,2490.881,#VALUE!,32795.363,#VALUE!,28758.802,4036.561,-417.99,-3138.306,5217.688,3145.548,601.52,#VALUE!,#VALUE!,2490.881,157.514,1296.546,3720.935,753.857,0,58.699,#VALUE!,80,2118.95,#VALUE!,-3138.306
SPGI UN,114479.6056,1387,3232,11496,10331,6985,6044,3490,2430,-63,2367,5131,4178,61813,5048,21414,40399,3611,-10559,10331,1989,1387,3346,7124,5144,160,779,6543,243,0,-83,4960,1206,3490,3611,-10369
SRE UN,50453.64637,685,3047,26585,14828,10416,4846,2260,2316,-4949,-2633,2867,4465,75563,7836,46274,29289,-5235,2798,14828,-2633,685,4412,11961,2411,1138,1979,5302,1218,77,-3,1792,579,2260,-5235,2799
STE UN,17695.6153,258.259,11.39,3202.355,4776.665,2159.869,688.277,-8.139,602.795,-352.895,249.9,146.771,1888.299,10489.636,872.815,4676.189,5813.447,-193.566,-683.284,4775.694,401.397,258.259,2616.796,2013.098,1126.11,91.009,541.506,#VALUE!,93.541,3.826,1.294,#VALUE!,65.091,#VALUE!,-193.566,-650.235
STT UN,28162.65628,103255,2000,18358,12618,#VALUE!,#VALUE!,2626,9145,-785,8360,3168,#VALUE!,303568,#VALUE!,277920,25648,6217,-17220,12046,8360,2748,#VALUE!,#VALUE!,#VALUE!,#VALUE!,241,#VALUE!,#VALUE!,1384,0,3168,430,2682,6217,-17220
STX UW,11160.92315,761,0,6249,10581,2995,1958,1152,1406,-397,1009,1476,3740,8611,3138,8962,-351,-365,-1271,10581,1009,761,7586,9105,1656,303,482,2350,261,3,45,#VALUE!,21,#VALUE!,-365,-1271
STZ UN,46949.59226,165.1,321.9,10950.2,9441.4,4939.2,3510.5,104.5,2833.8,-1108.4,1725.4,3146.9,3530.2,24280.9,2511.9,14570,9710.9,-1144.7,-1627.4,9441.9,1725.4,165.1,4502.2,#VALUE!,3157.9,2552.5,363.6,3611.5,356.7,0,23.3,2642.6,449.4,1844.4,-1144.7,-1621.7
SWK UN,12117.91223,408.7,752.1,8332.4,17028.9,4683.1,1204.7,1437.1,-1738.7,-596.5,-2335.2,594.7,8804.6,25523.9,7607,15975.2,9548.7,1474,391.5,17028.9,-2335.2,408.7,12345.8,#VALUE!,1539.9,243.7,571.6,2045.1,268.4,24.7,0,822.8,-208.4,583.1,1474,476.2
SWKS UW,14942.29764,586.8,0,2189.1,5485.5,2604.3,2217.1,1275.2,1424.6,-489.4,935.2,1527,2892.9,8911.8,1253.7,3442.8,5469,-378.9,-1362.6,5485.5,935.2,586.8,2881.2,1077.3,2045,50.4,690.1,2735.1,47.9,#VALUE!,2.5,1476.6,201.4,1275.2,-378.9,-1362.6
SYF UN,16451.51997,11962,750,14321,17008,#VALUE!,10388,3199,6851,0,6851,4268,#VALUE!,100766,#VALUE!,87754,13012,-9140,6549,11267,6851,11962,#VALUE!,#VALUE!,#VALUE!,#VALUE!,423,#VALUE!,#VALUE!,16347,0,4268,1016,3220,-9140,-358
SYK UN,85774.92909,1497,0,13224,17948,11387,3966,2457,2621,-606,2015,2846,9318,35983,4571,19520,16463,-3076,-688,17948,2015,1420,6561,8541,4283,167,983,5470,#VALUE!,#VALUE!,167,3420,222,2457,-3076,-591
SYY UN,43723.90152,437.67,31.208,11542.048,71306.43,12837.671,3217.025,1446.323,1839.08,-715.043,1124.037,2441.686,10767.267,22210.943,8959.264,21064.394,1146.549,-1264.436,-2183.439,71306.43,1165.002,437.67,58468.759,10395.985,2718.176,606.731,775.339,3343.4,619.579,0,-12.848,1866.076,388.632,1446.334,-1264.436,-2149.519
T UN,135448.629,2423,17572,155960,138749,76855,45189,19836,32964,-19574,13390,21917,32295,426463,52257,286485,139978,-26738,-25137,138791,12586,2423,61894,116832,25816,-4650,19099,43983,6307,#VALUE!,-9113,26323.96,4916,20155.13,-26738,-25137
TAP UN,12016.90263,525.2,226.2,6717.8,10690.7,3588.8,1531.5,495.2,1423.3,-689.9,733.4,834,2749.4,26708.5,3591.2,13312,13396.5,-661.7,-852.7,10690.7,1957.5,525.2,7101.9,#VALUE!,1226.3,222.9,697.5,1937.7,#VALUE!,#VALUE!,-27.5,885.7,125.4,495.2,-661.7,-795.4
TDG UN,34265.51037,3001,7,20030,5429,3099,2492,780,948,-119,829,2215,5649,18107,1426,21873,-3766,-553,-2181,5429,829,3001,2330,#VALUE!,2405,1088,253,2646,#VALUE!,#VALUE!,12,1178,261,866,-553,-2148
TDY UN,19410.2568,479.3,3.1,4053.2,5416.1,2259.5,1323.3,724,544.7,-93.8,450.9,893.3,2519.4,13826.4,1418.5,6134.8,7691.6,-97.8,-519.4,5416.1,748.6,479.3,3156.6,4522.8,1093.5,65,384.4,1303.4,#VALUE!,#VALUE!,-25.3,879.6,104.4,724,-97.8,-455.4
TECH UW,13073.20838,203.075,0,341.532,1117.536,765.095,407.161,291.998,332.919,-48.394,284.525,289.685,552.031,2350.721,137.629,599.567,1751.154,-109.419,-254.564,1117.536,284.525,165.257,352.441,475.41,356.154,-48.035,102.976,518.118,11.69,1.034,-58.691,349.898,53.867,291.991,-109.419,-234.975
TEL UN,40072.56462,1088,95,4640,16281,5244,3672,2428,2468,-768,1700,2756,7268,20782,4632,9885,10897,-878,-1705,16281,1783,1088,11037,#VALUE!,2966,23,785,3654,66,15,-28,2733,306,2427,-878,-1684
TER UW,14360.71619,887.095,0,133.742,3308.256,1973.75,1042.695,773.484,725.804,-157.982,567.822,929.788,2127.554,3319.906,701.941,1065.781,2254.125,9.724,-1104.236,3308.49,567.822,710.746,1334.506,1043.962,973.9,21.46,112.907,1033.169,5.17,3.533,19.823,943.898,134.844,773.497,9.724,-1110.078
TFC UN,61668.09646,24793,6696,56859,23625,#VALUE!,#VALUE!,5841,10455,#VALUE!,#VALUE!,7619,#VALUE!,548438,#VALUE!,487627,60811,#VALUE!,#VALUE!,22509,#VALUE!,5031,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,12759,0,8067,1432,5851,#VALUE!,#VALUE!
TFX UN,10126.16142,397.259,0,1807.485,2794.959,1528.753,755.868,412.629,445.411,-73.167,372.244,526.204,1459.382,6758.087,610.943,2862.926,3895.161,-68.197,-461.122,2794.959,372.244,397.259,1266.206,#VALUE!,834.855,46.424,229.664,1064.459,47.223,0.799,0,651.977,67.514,412.656,-68.197,-415.78
TGT UN,72722.42888,954,0,19323,108721,27677,7740,3448,3580,-5384,-1804,4784,20393,55615,23783,44596,11019,-5367,-3012,107221,-1804,954,81044,#VALUE!,4819,392,2694,7538,453,0,-61,4412,944,3448,-5367,-3012
TJX UN,92814.57654,3364.7,0,12623.4,49270.136,13758.302,5466.914,3399.823,2169.889,-1428.947,740.942,4590.389,12988.8,28428.5,11233.7,22763.8,12354.842,-1440.944,-4155.829,49270.136,740.942,3364.7,35511.834,#VALUE!,4590.389,50.418,876.525,5466.389,#VALUE!,#VALUE!,0,4539.971,1140.148,3399.823,-1440.944,-4026.712
TMO UN,212660.1892,2919,178,29160,44167,19765,12286,7032,8124,-2524,5600,9070,19299,90536,11118,46809,43727,-20326,3088,44167,5860,2919,24402,35097,11586,1151,3216,13856,618,133,665,9108,732,7037,-20326,3266
TMUS UW,188116.1013,6888,0,114164,80083,42096,24351,1535,20091,-13516,6575,4859,21427,213499,26362,143349,70150,-16764,-481,80083,8233,6888,37987,75224,9427,3411,14261,27295,3376,13,48,2871,-87,1535,-12118,-481
TPR UN,8705.932063,557.1,0,3237.6,6710.1,4636.3,1630,824.7,661,-87.8,573.2,1135.1,2387.4,7080,1308.4,4824.6,2255.4,321.6,-1708.7,6710.1,573.2,526.5,2073.8,#VALUE!,1165.8,128.6,188.3,#VALUE!,#VALUE!,#VALUE!,78.6,1006.5,181.8,824.7,321.6,-1658.1
TRGP UN,16706.50425,192.9,3546.9,11257.5,21816.6,2703.3,2081.8,243.5,2347.4,-1210.5,1136.9,1086.2,2497.3,19389.9,3393.7,14658.5,4731.4,-3821.2,1438.1,21816.6,1168.4,192.9,19113.3,#VALUE!,1645.5,86.6,995.6,2631.4,#VALUE!,#VALUE!,-371.8,1129.2,113.3,489,-3821.2,1438.1
TRMB UW,14178.4539,308.7,0,1692.1,3745.8,2114,713.9,479.4,440.4,-51.3,389.1,542,1435.3,7077.7,1445,3232.9,3844.8,-406.7,-238.2,3745.8,389.1,308.7,1631.8,1572,858.2,-54.1,171.9,931.8,62.9,0,-87.3,770.5,116.7,479.4,-406.7,-199.5
TROW UW,27671.64808,2366.3,787.8,320,6925.9,#VALUE!,3202.8,1984,2855.9,-237.6,2618.3,2983.1,#VALUE!,11993.2,#VALUE!,2297.9,9695.3,-1225.2,-2696.4,6925.9,2618.3,2366.3,#VALUE!,3942.8,2913.2,#VALUE!,219.7,3088,#VALUE!,0,511.1,2774.9,578.4,1984,-1225.2,-2714.4
TRV UN,43855.79569,773,0,7291,36259,#VALUE!,#VALUE!,3331,6817,0,6817,4368,#VALUE!,114317,#VALUE!,94411,19906,-3828,-3034,35464,6817,773,#VALUE!,32242,#VALUE!,#VALUE!,6229,#VALUE!,351,#VALUE!,0,4170,661,3356,-3828,-2989
TSCO UW,24721.67457,211.241,0,4058.746,13517.626,4729.157,1692.456,1039.18,893.213,-697.239,195.974,1368.787,3109.805,7911.728,2095.2,5970.583,1941.145,-697.061,-1096.622,13517.626,195.974,211.241,8788.469,#VALUE!,1334.251,26.934,323.669,1657.92,26.934,0,0,1305.773,302.673,953.735,-697.061,-1096.622
TSLA UW,535175.8716,21107,1273,5874,74863,19923,15974,11190,16031,-7110,8921,12368,35990,74426,24611,33302,41124,-7758,-4818,74863,8921,19532,54940,7555,12368,-3,3606,17872,229,165,-67,12789,1148,11190,-7758,-4289
TSN UN,24153.61336,1031,109,8816,53282,6668,5612,3238,2687,-1887,800,4410,9630,36821,5313,17010,19811,-1935,-2358,53282,800,1031,46614,#VALUE!,4414,261,1202,5666,365,17,-87,4035,900,3238,-1935,-2323
TT UN,41123.67021,1080.2,10.1,4837.4,15487.1,4786.7,2690.8,1635.2,1170.8,-304.2,866.6,2274,6299.1,17739.8,5545.5,11871.4,5868.4,-662.7,-2166.7,15487.1,1240.3,1080.2,10700.4,#VALUE!,2267.9,229.8,416.8,2581.5,223.7,6.2,-2.6,2046.9,367.9,1676.3,-662.7,-2075.6
TTWO UW,16736.602,1304.4,0,3671,4329.156,2430.552,673.719,-105.531,129.705,-146.85,-17.145,-6.93,3251.1,17492.9,3467,8059.4,9433.5,-2267.291,2080.311,4219.302,351.726,956.4,1898.604,2437.482,149.182,126.49,680.649,536.329,#VALUE!,#VALUE!,126.49,101.485,-27.889,-105.531,-2267.291,2121.073
TXN UW,159188.0727,9090,0,7937,20190,14034,11396,8886,9035,-3112,5923,10467,13772,26057,2798,11550,14507,-4785,-6744,20190,5923,3169,6156,#VALUE!,10417,139,929,11306,203,0,-64,10278,1403,8925,-4785,-6744
TXT UN,14789.37031,1884,-3402,3930,12555,2087,1446,842,1386,-363,1023,985,7480,15956,3627,9194,6762,-438,-1246,12555,1023,1884,10468,#VALUE!,1216,-21,393,1606,125,0,-146,1006,163,842,-438,-1195
TYL UN,13516.72668,225.287,0,1136.532,1831.521,777.689,387.55,187.945,374.608,-62.874,311.734,221.59,860.15,4675.373,812.248,2128.075,2547.298,-131.901,-290.908,1832.16,311.734,185.927,1053.832,#VALUE!,441.701,24.257,154.71,475.456,#VALUE!,#VALUE!,-1.006,308.077,9.388,187.945,-131.901,-290.908
UAL UW,14209.43871,18695,0,36978,40747,#VALUE!,3131,-752,4639,-2816,1823,552,22689,68968,21989,64070,4898,-9790,-3047,40747,1819,11258,#VALUE!,40195,723,1537,2451,3186,1632,148,53,-676,-233,-752,-9790,-3047
UDR UN,13125.84447,1.532,965.136,5816.426,1465.938,#VALUE!,974.455,155.49,783.429,-1101.193,-317.764,285.486,#VALUE!,11097.962,#VALUE!,6226.683,4871.279,-1189.637,406.87,1465.938,-317.764,1.532,#VALUE!,#VALUE!,203.549,113.042,675.976,884.396,149.071,0,4.68,87.221,1.188,158.763,-1189.637,406.87
UHS UN,9014.734488,74.571,53.29,5167.391,13227.641,#VALUE!,1622.691,738.871,1020.739,-759.189,261.55,1055.82,2456.559,13378.9,1939.2,7470.257,5908.643,-653.662,-446.113,13227.641,261.55,74.571,#VALUE!,12171.821,1071.178,105.147,566.871,1642.08,102.518,0.299,2.928,995.886,230.149,#VALUE!,-653.662,-435.957
ULTA UW,22945.18181,434.226,0,1856.696,9368.177,3685.993,2057.63,1131.727,1198.519,-235.382,963.137,1488.997,2442.913,4945.994,1502.054,3176.926,3538.136,-240.928,-1293.509,9368.176,963.137,434.226,5682.184,#VALUE!,1488.997,1.173,252.604,1680.827,1.281,0.108,0,1487.824,356.097,1131.727,-240.928,-1293.509
UNH UN,489552.2082,42527,8275,48667,315118,76319,30274,19430,33957,-2631,31326,27085,82937,243064,100935,160143,82921,-12391,-3806,315118,31326,38845,238799,288033,27085,1847,3189,30274,1847,0,0,25238,5316,19430,-12391,-3793
UNP UN,131118.5692,1313,0,35051,24428,#VALUE!,12178,7071,9599,-3681,5918,9945,4405,65343,5712,53600,11743,-3476,-6077,24428,3006,1267,#VALUE!,14483,10059,816,2233,12292,1233,#VALUE!,-416,9215,2058,7071,-3476,-6077
UPS UN,157501.6019,11376,20,23870,101076,23768,17582,11188,14018,-3902,10116,13790,24598,69544,17679,52556,16988,-4626,-8559,101076,10096,11045,77308,87286,13983,-530,3054,17791,695,#VALUE!,-1193,14498,3132,11188,-4626,-8442
URI UN,24812.4362,76,0,10540,11122,4669,5192,1947,3850,-3386,464,2953,2327,21419,2264,15066,6353,-2778,-1316,11122,1400,76,6453,#VALUE!,2969,402,2172,5280,406,0,-4,2573,604,1947,-2778,-1309
USB UN,65004.77751,41652,7491,57294,25273,#VALUE!,#VALUE!,6230,14934,0,14934,8337,#VALUE!,600973,#VALUE!,552995,47978,-68795,31609,23618,14934,41652,#VALUE!,#VALUE!,#VALUE!,#VALUE!,510,#VALUE!,#VALUE!,11933,0,8364,1751,6388,-68795,31609
V UN,447370.3849,20658,-2342,22970,29310,#VALUE!,19791,14957,18849,-970,17879,18813,30205,85501,20853,49920,35581,-4288,-13983,29310,17879,15689,#VALUE!,10497,19923,677,861,19958,538,0,139,19510,3179,14957,-4288,-12696
VFC UN,13020.84886,552.811,0,7073.433,11791.243,6298.688,1521.491,424.251,121.468,-190.825,-69.357,843.377,5688.243,13784.142,5345.991,10698.506,3085.636,-280.329,-648.459,11791.243,-69.357,552.811,5492.555,10947.866,1358.401,227.558,263.005,#VALUE!,132.935,3.452,98.075,#VALUE!,191.967,#VALUE!,-280.329,-500.23
VICI UN,33122.7443,726.105,352.718,14544.977,2213.945,2191.734,1214.137,795.061,1573.729,-7.959,1565.77,1207.092,1658.186,37307.982,1312.294,15245.685,22062.297,-8831.476,4875.471,2213.945,1565.77,518.383,22.211,1006.853,1844.273,399.266,3.142,1890.371,441.061,3.942,-37.853,807.826,2.603,795.061,-8867.505,6975.471
VLO UN,54455.16302,3969,1803,11576,170540,22732,15427,9413,10932,-1772,9160,12989,22696,59329,17237,35614,23715,-2817,-7644,170540,9160,3969,147808,#VALUE!,12989,653,2438,15381,577,0,76,12336,2579,9424,-2817,-7376
VMC UN,24177.08848,122.4,23.2,4862,7189.6,1559.6,1632.735,594.2,1035.384,-583.08,452.304,971.3,2333.4,14615.8,1362.5,7736.9,6878.9,-1054.216,29.315,7189.6,452.304,122.4,5630,#VALUE!,1057.5,165.2,577.008,1634.5,#VALUE!,#VALUE!,8.4,806.1,195.1,594.2,-1054.216,29.315
VNO UN,4699.508758,845.423,1918.989,9122.612,1774.135,#VALUE!,791.519,95.934,843.53,-821.303,#VALUE!,277.075,#VALUE!,17175.674,#VALUE!,10001.098,7174.576,-989.451,-1145.058,1774.135,#VALUE!,845.423,#VALUE!,#VALUE!,1101.332,77.981,514.444,1598.312,269.715,0,-52.83,#VALUE!,24.741,114.045,-989.451,-1145.228
VRSK UW,28049.74281,276.8,17,3664.5,3033.1,1994.6,1798.7,1034.7,998.6,-280.3,718.3,1382.1,918.4,6974.6,1980.3,4968.6,2006,52.4,-1076.3,3033.1,718.3,276.8,1038.5,1651,1382.1,119.8,368.7,1498.6,127.8,0,-8.4,977.8,227.4,1035,52.4,-1042.6
VRSN UW,20990.19871,980.2,0,1789.4,1396.008,1196.44,967.243,824.382,820.443,-33.197,787.246,919.712,1048.5,1744.4,1095.1,3286.8,-1542.4,491.847,-1008.873,1396.008,2745.7,560.6,199.568,476.296,919.712,68.424,47.531,968.389,75.328,#VALUE!,-6.904,851.288,26.906,824.382,491.847,-1007.512
